deg_S,deg_W
"37º 18' 02,10''","73º 15' 01,38''"
"37º 18' 02,10''","73º 15' 01,38''"
"39º 48' 34,20''","73º 15' 18,12''"
"33º 50' 55,91''","71º 47' 10,72''"
"39º 33' 01,70''","71º 59' 17,40''"
"39º 33' 01,70''","71º 59' 17,40''"
"39º 33' 01,70''","71º 59' 17,40''"
"39º 33' 01,70''","71º 59' 17,40''"
"39º 33' 01,70''","71º 59' 17,40''"
"39º 33' 01,70''","71º 59' 17,40''"
"39º 33' 01,70''","71º 59' 17,40''"
"39º 33' 01,70''","71º 59' 17,40''"
"39º 33' 01,70''","71º 59' 17,40''"
"43º 21' 40,62'' ","74º 06' 40,68''"
"43º 21' 45,60''","74º 06' 39,36''"
"43º 21' 40,62'' ","74º 06' 40,68''"
"43º 21' 45,60''","74º 06' 39,36''"
"43º 21' 41,40''","74º 06' 38,10''"
"43º 21' 41,40''","74º 06' 38,10''"
"43º 21' 45,60''","74º 06' 39,36''"
"43º 21' 40,62'' ","74º 06' 40,68''"
"43º 21' 40,62'' ","74º 06' 40,68''"
"43º 21' 40,62'' ","74º 06' 40,68''"
"43º 21' 40,62'' ","74º 06' 40,68''"
"43º 21' 40,62'' ","74º 06' 40,68''"
"43º 21' 41,40''","74º 06' 38,10''"
"43º 21' 45,60''","74º 06' 39,36''"
"43º 21' 40,62'' ","74º 06' 40,68''"
"43º 21' 41,40''","74º 06' 38,10''"
"43º 21' 41,40''","74º 06' 38,10''"
"43º 21' 41,40''","74º 06' 38,10''"
"43º 21' 41,40''","74º 06' 38,10''"
"43º 21' 40,62'' ","74º 06' 40,68''"
"43º 21' 40,62'' ","74º 06' 40,68''"
"43º 21' 40,62'' ","74º 06' 40,68''"
"43º 21' 40,62'' ","74º 06' 40,68''"
"43º 21' 40,62'' ","74º 06' 40,68''"
"43º 21' 40,62'' ","74º 06' 40,68''"
"43º 21' 40,62'' ","74º 06' 40,68''"
"43º 21' 40,62'' ","74º 06' 40,68''"
"43º 21' 40,62'' ","74º 06' 40,68''"
"43º 21' 40,62'' ","74º 06' 40,68''"
"43º 21' 40,62'' ","74º 06' 40,68''"
"43º 21' 40,62'' ","74º 06' 40,68''"
"43º 21' 40,62'' ","74º 06' 40,68''"
"43º 21' 40,62'' ","74º 06' 40,68''"
"43º 21' 40,62'' ","74º 06' 40,68''"
"43º 21' 40,62'' ","74º 06' 40,68''"
"43º 21' 40,62'' ","74º 06' 40,68''"
"43º 21' 40,62'' ","74º 06' 40,68''"
"43º 21' 40,62'' ","74º 06' 40,68''"
"43º 21' 40,62'' ","74º 06' 40,68''"
"43º 21' 40,62'' ","74º 06' 40,68''"
"43º 21' 40,62'' ","74º 06' 40,68''"
"43º 21' 40,62'' ","74º 06' 40,68''"
"43º 21' 40,62'' ","74º 06' 40,68''"
"43º 21' 40,62'' ","74º 06' 40,68''"
"43º 21' 40,62'' ","74º 06' 40,68''"
"43º 21' 40,62'' ","74º 06' 40,68''"
"43º 21' 40,62'' ","74º 06' 40,68''"
"43º 21' 40,62'' ","74º 06' 40,68''"
"43º 21' 40,62'' ","74º 06' 40,68''"
"43º 21' 40,62'' ","74º 06' 40,68''"
"43º 21' 40,62'' ","74º 06' 40,68''"
"43º 21' 40,62'' ","74º 06' 40,68''"
"43º 21' 40,62'' ","74º 06' 40,68''"
"43º 21' 40,62'' ","74º 06' 40,68''"
"43º 21' 40,62'' ","74º 06' 40,68''"
"43º 21' 40,62'' ","74º 06' 40,68''"
"39º 30' 58,04''","71º 51' 45,04''"
"39º 30' 58,04''","71º 51' 45,04''"
"39º 30' 58,04''","71º 51' 45,04''"
"39º 30' 58,04''","71º 51' 45,04''"
"44º 13' 56,10''","72º 30' 22,26''"
"44º 13' 56,10''","72º 30' 22,26''"
"44º 13' 55,98'' ","72º 30' 23,76''"
"44º 13' 55,98'' ","72º 30' 23,76''"
"44º 13' 55,98'' ","72º 30' 23,76''"
"44º 13' 55,98'' ","72º 30' 23,76''"
"44º 13' 55,98'' ","72º 30' 23,76''"
"44º 13' 55,98'' ","72º 30' 23,76''"
"44º 13' 56,10''","72º 30' 22,26''"
"44º 13' 55,98'' ","72º 30' 23,76''"
"44º 13' 55,98'' ","72º 30' 23,76''"
"44º 13' 59,76''","72º 30' 33,60''"
"44º 13' 55,98'' ","72º 30' 23,76''"
"44º 13' 55,98'' ","72º 30' 23,76''"
"44º 13' 56,10''","72º 30' 22,26''"
"44º 13' 56,10''","72º 30' 22,26''"
"44º 13' 56,10''","72º 30' 22,26''"
"43º 16' 33,12''","72º 25' 55,80''"
"43º 16' 33,12''","72º 25' 55,80''"
43º 21' 40.26'',"74º 06' 39,90''"
43º 21' 40.26'',"74º 06' 39,90''"
43º 21' 40.26'',"74º 06' 39,90''"
43º 21' 40.26'',"74º 06' 39,90''"
43º 21' 40.26'',"74º 06' 39,90''"
43º 21' 40.26'',"74º 06' 39,90''"
43º 21' 40.26'',"74º 06' 39,90''"
43º 21' 40.26'',"74º 06' 39,90''"
43º 21' 40.26'',"74º 06' 39,90''"
43º 21' 40.26'',"74º 06' 39,90''"
43º 21' 40.26'',"74º 06' 39,90''"
43º 21' 40.26'',"74º 06' 39,90''"
43º 21' 40.26'',"74º 06' 39,90''"
43º 21' 40.26'',"74º 06' 39,90''"
43º 21' 40.26'',"74º 06' 39,90''"
43º 21' 40.26'',"74º 06' 39,90''"
43º 21' 40.26'',"74º 06' 39,90''"
43º 21' 40.26'',"74º 06' 39,90''"
43º 21' 40.26'',"74º 06' 39,90''"
43º 21' 40.26'',"74º 06' 39,90''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
43º 21' 40.26'',"74º 06' 39,90''"
43º 21' 40.26'',"74º 06' 39,90''"
43º 21' 40.26'',"74º 06' 39,90''"
"43º 21' 40,92''","74º 07' 08,46''"
"43º 21' 40,92''","74º 07' 08,46''"
"43º 21' 40,92''","74º 07' 08,46''"
"43º 21' 40,92''","74º 07' 08,46''"
43º 21' 40.26'',"74º 06' 39,90''"
43º 21' 40.26'',"74º 06' 39,90''"
43º 21' 40.26'',"74º 06' 39,90''"
43º 21' 40.26'',"74º 06' 39,90''"
43º 21' 40.26'',"74º 06' 39,90''"
"43º 21' 49,59''","74º 07' 21,82''"
"43º 21' 49,59''","74º 07' 21,82''"
"43º 21' 49,59''","74º 07' 21,82''"
"43º 21' 49,59''","74º 07' 21,82''"
"43º 21' 49,59''","74º 07' 21,82''"
"43º 21' 49,59''","74º 07' 21,82''"
"43º 21' 49,59''","74º 07' 21,82''"
"43º 21' 49,59''","74º 07' 21,82''"
"43º 21' 49,59''","74º 07' 21,82''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
35º 56' 10.00'',"71º 36' 26,56''"
35º 56' 10.00'',"71º 36' 26,56''"
35º 56' 10.00'',"71º 36' 26,56''"
35º 56' 10.00'',"71º 36' 26,56''"
35º 56' 10.00'',"71º 36' 26,56''"
35º 56' 10.00'',"71º 36' 26,56''"
35º 56' 10.00'',"71º 36' 26,56''"
35º 56' 10.00'',"71º 36' 26,56''"
35º 56' 10.00'',"71º 36' 26,56''"
35º 56' 10.00'',"71º 36' 26,56''"
35º 56' 10.00'',"71º 36' 26,56''"
35º 56' 10.00'',"71º 36' 26,56''"
35º 56' 10.00'',"71º 36' 26,56''"
35º 56' 10.00'',"71º 36' 26,56''"
35º 56' 10.00'',"71º 36' 26,56''"
35º 56' 10.00'',"71º 36' 26,56''"
35º 56' 10.00'',"71º 36' 26,56''"
35º 56' 10.00'',"71º 36' 26,56''"
35º 56' 10.00'',"71º 36' 26,56''"
35º 56' 10.00'',"71º 36' 26,56''"
35º 56' 10.00'',"71º 36' 26,56''"
35º 56' 10.00'',"71º 36' 26,56''"
35º 56' 10.00'',"71º 36' 26,56''"
35º 56' 10.00'',"71º 36' 26,56''"
35º 56' 10.00'',"71º 36' 26,56''"
35º 56' 10.00'',"71º 36' 26,56''"
35º 56' 10.00'',"71º 36' 26,56''"
35º 56' 10.00'',"71º 36' 26,56''"
35º 56' 10.00'',"71º 36' 26,56''"
35º 56' 10.00'',"71º 36' 26,56''"
35º 56' 10.00'',"71º 36' 26,56''"
35º 56' 10.00'',"71º 36' 26,56''"
35º 56' 10.00'',"71º 36' 26,56''"
35º 56' 10.00'',"71º 36' 26,56''"
"44º 13' 58,92''","72º 30' 21,66''"
"44º 13' 58,92''","72º 30' 21,66''"
"44º 13' 58,92''","72º 30' 21,66''"
"44º 13' 58,92''","72º 30' 21,66''"
"44º 13' 58,92''","72º 30' 21,66''"
"44º 13' 58,92''","72º 30' 21,66''"
"44º 13' 58,92''","72º 30' 21,66''"
"44º 13' 58,92''","72º 30' 21,66''"
"44º 13' 58,92''","72º 30' 21,66''"
"44º 13' 58,92''","72º 30' 21,66''"
"44º 13' 58,92''","72º 30' 21,66''"
"44º 13' 58,92''","72º 30' 21,66''"
"44º 13' 58,92''","72º 30' 21,66''"
"44º 13' 58,92''","72º 30' 21,66''"
"44º 13' 58,92''","72º 30' 21,66''"
"44º 13' 58,92''","72º 30' 21,66''"
"44º 13' 58,92''","72º 30' 21,66''"
"44º 13' 58,92''","72º 30' 21,66''"
"44º 13' 58,92''","72º 30' 21,66''"
"44º 13' 58,92''","72º 30' 21,66"
"44º 13' 58,92''","72º 30' 21,66"
"44º 13' 58,92''","72º 30' 21,66"
"44º 13' 58,92''","72º 30' 21,66"
"44º 13' 58,92''","72º 30' 21,66"
"44º 13' 58,92''","72º 30' 21,66"
"44º 13' 58,92''","72º 30' 21,66"
"44º 13' 58,92''","72º 30' 21,66"
"44º 13' 58,92''","72º 30' 21,66"
"44º 13' 58,92''","72º 30' 21,66"
"44º 13' 58,92''","72º 30' 21,66"
"44º 13' 58,92''","72º 30' 21,66"
"44º 13' 58,92''","72º 30' 21,66"
"44º 13' 59,94''","72º 30' 33,48''"
"44º 13' 59,94''","72º 30' 33,48''"
"44º 13' 59,94''","72º 30' 33,48''"
"44º 13' 59,94''","72º 30' 33,48''"
"44º 13' 59,94''","72º 30' 33,48''"
"44º 13' 59,94''","72º 30' 33,48''"
"44º 13' 59,94''","72º 30' 33,48''"
"44º 13' 59,94''","72º 30' 33,48''"
"44º 13' 59,94''","72º 30' 33,48''"
"44º 13' 59,94''","72º 30' 33,48''"
"44º 13' 59,94''","72º 30' 33,48''"
"44º 13' 59,94''","72º 30' 33,48''"
"44º 13' 59,94''","72º 30' 33,48''"
"44º 13' 51,60''",72º 30' 24.36''
"44º 13' 51,60''",72º 30' 24.36''
"44º 13' 51,60''",72º 30' 24.36''
"44º 13' 51,60''",72º 30' 24.36''
"44º 13' 51,60''",72º 30' 24.36''
"44º 13' 51,60''",72º 30' 24.36''
"44º 13' 58,92''","72º 32' 19,56''"
"44º 13' 58,92''","72º 32' 19,56''"
"44º 13' 58,92''","72º 32' 19,56''"
"44º 13' 58,92''","72º 32' 19,56''"
"44º 13' 58,92''","72º 32' 19,56''"
"44º 13' 55,56''","72º 30' 23,88''"
"44º 13' 55,56''","72º 30' 23,88''"
"44º 13' 58,92''","72º 30' 21,66"
"44º 13' 58,92''","72º 30' 21,66"
"44º 13' 58,92''","72º 30' 21,66"
"44º 13' 58,92''","72º 30' 21,66"
"44º 13' 58,92''","72º 30' 21,66"
"44º 13' 58,92''","72º 30' 21,66"
"44º 13' 58,92''","72º 30' 21,66"
"44º 13' 58,92''","72º 30' 21,66"
"44º 13' 58,92''","72º 30' 21,66"
"44º 13' 58,92''","72º 30' 21,66"
"44º 13' 58,92''","72º 30' 21,66"
"44º 13' 58,92''","72º 30' 21,66"
"44º 13' 58,92''","72º 30' 21,66"
"44º 13' 58,92''","72º 30' 21,66"
"44º 13' 58,92''","72º 30' 21,66"
"44º 13' 58,92''","72º 30' 21,66"
"44º 13' 58,92''","72º 30' 21,66"
"44º 13' 58,92''","72º 30' 21,66"
"44º 13' 58,92''","72º 30' 21,66"
"44º 13' 58,92''","72º 30' 21,66"
"44º 13' 59,94''","72º 30' 33,48''"
"44º 13' 55,56''","72º 30' 23,88''"
"44º 13' 55,56''","72º 30' 23,88''"
"44º 13' 55,56''","72º 30' 23,88''"
"44º 13' 59,94''","72º 30' 33,48''"
"44º 13' 59,94''","72º 30' 33,48''"
"44º 13' 55,56''","72º 30' 23,88''"
"44º 13' 55,56''","72º 30' 23,88''"
"44º 13' 55,56''","72º 30' 23,88''"
"44º 13' 59,94''","72º 30' 33,48''"
"44º 13' 59,94''","72º 30' 33,48''"
"44º 13' 55,56''","72º 30' 23,88''"
"44º 13' 55,56''","72º 30' 23,88''"
"44º 13' 55,56''","72º 30' 23,88''"
"44º 13' 51,60''",72º 30' 24.36''
"44º 13' 51,60''",72º 30' 24.36''
"44º 13' 51,60''",72º 30' 24.36''
"44º 13' 51,60''",72º 30' 24.36''
"44º 13' 55,56''","72º 30' 23,88''"
"44º 13' 55,56''","72º 30' 23,88''"
"44º 13' 55,56''","72º 30' 23,88''"
"44º 13' 55,56''","72º 32' 22,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 35,12''","74º 08' 14,39''"
"43º 21' 35,12''","74º 08' 14,39''"
"43º 21' 35,12''","74º 08' 14,39''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 35,12''","74º 08' 14,39''"
"43º 21' 35,12''","74º 08' 14,39''"
"43º 21' 35,12''","74º 08' 14,39''"
"43º 21' 35,12''","74º 08' 14,39''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 41' 12,68'' ","70º 54' 32,57''"
"33º 29' 45,33''","70º 49' 49,98''"
"33º 29' 45,33''","70º 49' 49,98''"
"33º 29' 45,33''","70º 49' 49,98''"
"33º 29' 45,33''","70º 49' 49,98''"
"33º 29' 45,33''","70º 49' 49,98''"
"33º 29' 45,33''","70º 49' 49,98''"
"33º 29' 45,33''","70º 49' 49,98''"
"33º 29' 45,33''","70º 49' 49,98''"
"33º 29' 45,33''","70º 49' 49,98''"
"33º 29' 45,33''","70º 49' 49,98''"
"33º 29' 45,33''","70º 49' 49,98''"
"33º 29' 45,33''","70º 49' 49,98''"
"33º 29' 45,33''","70º 49' 49,98''"
"33º 29' 45,33''","70º 49' 49,98''"
"33º 29' 45,33''","70º 49' 49,98''"
"33º 29' 45,33''","70º 49' 49,98''"
"33º 29' 45,33''","70º 49' 49,98''"
"33º 29' 45,33''","70º 49' 49,98''"
"33º 29' 45,33''","70º 49' 49,98''"
"33º 29' 45,33''","70º 49' 49,98''"
"33º 29' 45,33''","70º 49' 49,98''"
"33º 29' 45,33''","70º 49' 49,98''"
"33º 29' 45,33''","70º 49' 49,98''"
"33º 29' 45,33''","70º 49' 49,98''"
"33º 29' 45,33''","70º 49' 49,98''"
"33º 29' 45,33''","70º 49' 49,98''"
"33º 29' 45,33''","70º 49' 49,98''"
"33º 29' 45,33''","70º 49' 49,98''"
"33º 29' 45,33''","70º 49' 49,98''"
"33º 29' 45,33''","70º 49' 49,98''"
"33º 29' 45,33''","70º 49' 49,98''"
"33º 29' 45,33''","70º 49' 49,98''"
"33º 29' 45,33''","70º 49' 49,98''"
"33º 29' 45,33''","70º 49' 49,98''"
"33º 29' 45,33''","70º 49' 49,98''"
"33º 29' 45,33''","70º 49' 49,98''"
"33º 29' 45,33''","70º 49' 49,98''"
"33º 29' 45,33''","70º 49' 49,98''"
"33º 29' 45,33''","70º 49' 49,98''"
"33º 29' 45,33''","70º 49' 49,98''"
"33º 29' 45,33''","70º 49' 49,98''"
"33º 29' 45,33''","70º 49' 49,98''"
"43º 21' 35,12''","74º 08' 14,39''"
"43º 21' 35,12''","74º 08' 14,39''"
"43º 21' 35,12''","74º 08' 14,39''"
"43º 21' 35,12''","74º 08' 14,39''"
"43º 21' 35,12''","74º 08' 14,39''"
"43º 21' 35,12''","74º 08' 14,39''"
"43º 21' 35,12''","74º 08' 14,39''"
"43º 21' 35,12''","74º 08' 14,39''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"43º 21' 30,24''","74º 06' 37,92''"
"39º 29' 11,40''","71º 51' 11,16''"
"39º 29' 11,40''","71º 51' 11,16''"
"39º 29' 11,40''","71º 51' 11,16''"
"39º 29' 11,40''","71º 51' 11,16''"
"39º 51' 11,34''","71º 57' 38,34''"
"39º 51' 11,34''","71º 57' 38,34''"
"39º 51' 11,34''","71º 57' 38,34''"
"39º 51' 11,34''","71º 57' 38,34''"
"39º 51' 11,34''","71º 57' 38,34''"
"39º 51' 11,34''","71º 57' 38,34''"
"39º 51' 11,34''","71º 57' 38,34''"
"39º 51' 11,34''","71º 57' 38,34''"
"39º 51' 11,34''","71º 57' 38,34''"
"39º 51' 11,34''","71º 57' 38,34''"
"39º 51' 11,34''","71º 57' 38,34''"
"39º 51' 11,34''","71º 57' 38,34''"
"39º 51' 11,34''","71º 57' 38,34''"
"39º 51' 11,34''","71º 57' 38,34''"
"39º 52' 12,78''","71º 54' 42,30''"
"39º 52' 12,78''","71º 54' 42,30''"
"39º 52' 12,78''","71º 54' 42,30''"
"39º 52' 12,78''","71º 54' 42,30''"
"39º 52' 12,78''","71º 54' 42,30''"
"39º 52' 12,78''","71º 54' 42,30''"
"39º 52' 12,78''","71º 54' 42,30''"
"39º 52' 12,78''","71º 54' 42,30''"
"39º 08' 13,98''","71º 42' 47,22''"
"39º 08' 13,98''","71º 42' 47,22''"
"39º 08' 13,98''","71º 42' 47,22''"
"39º 08' 13,98''","71º 42' 47,22''"
"39º 08' 20,40''","71º 42' 35,82''"
"39º 08' 20,40''","71º 42' 35,82''"
"39º 08' 20,40''","71º 42' 35,82''"
"39º 08' 13,98''","71º 42' 47,22''"
"39º 08' 20,40''","71º 42' 35,82''"
"39º 08' 13,98''","71º 42' 47,22''"
"39º 08' 13,98''","71º 42' 47,22''"
"32º 33' 06,60''","71º 26' 57,80''"
"32º 33' 06,60''","71º 26' 57,80''"
"32º 33' 06,60''","71º 26' 57,80''"
"32º 33' 06,60''","71º 26' 57,80''"
"32º 33' 06,60''","71º 26' 57,80''"
"32º 33' 06,60''","71º 26' 57,80''"
"32º 33' 06,60''","71º 26' 57,80''"
"32º 33' 06,60''","71º 26' 57,80''"
"32º 33' 06,60''","71º 26' 57,80''"
"32º 33' 06,60''","71º 26' 57,80''"
"32º 33' 06,60''","71º 26' 57,80''"
"32º 33' 06,60''","71º 26' 57,80''"
"39º 52' 11,58''","71º 55' 05,94''"
"39º 52' 27,70''","71º 55' 13,70''"
"39º 52' 27,70''","71º 55' 13,70''"
"39º 52' 27,70''","71º 55' 13,70''"
"39º 52' 27,70''","71º 55' 13,70''"
"39º 52' 27,70''","71º 55' 13,70''"
"39º 52' 27,70''","71º 55' 13,70''"
"39º 52' 27,70''","71º 55' 13,70''"
"39º 52' 27,70''","71º 55' 13,70''"
"39º 51' 49,20''","71º 55' 02,20''"
"39º 51' 49,20''","71º 55' 02,20''"
"39º 51' 49,20''","71º 55' 02,20''"
"39º 51' 49,20''","71º 55' 02,20''"
"39º 51' 49,20''","71º 55' 02,20''"
"39º 51' 49,20''","71º 55' 02,20''"
"39º 29' 11,40''","71º 51' 11,16''"
"39º 29' 11,40''","71º 51' 11,16''"
"39º 29' 11,40''","71º 51' 11,16''"
"39º 29' 11,40''","71º 51' 11,16''"
"37º 49' 51,00''","73º 09' 42,00''"
"37º 49' 51,00''","73º 09' 42,00''"
"37º 49' 51,00''","73º 09' 42,00''"
"37º 49' 51,00''","73º 09' 42,00''"
"37º 49' 51,00''","73º 09' 42,00''"
"37º 49' 51,00''","73º 09' 42,00''"
"37º 49' 51,00''","73º 09' 42,00''"
"37º 49' 51,00''","73º 09' 42,00''"
"34º 07' 45,30''","70º 58' 33,20''"
"34º 07' 45,30''","70º 58' 33,20''"
"34º 07' 45,30''","70º 58' 33,20''"
"34º 07' 45,30''","70º 58' 33,20''"
"34º 07' 45,30''","70º 58' 33,20''"
"34º 07' 45,30''","70º 58' 33,20''"
"34º 07' 45,30''","70º 58' 33,20''"
"34º 07' 45,30''","70º 58' 33,20''"
"34º 07' 45,30''","70º 58' 33,20''"
"34º 07' 45,30''","70º 58' 33,20''"
"34º 07' 45,30''","70º 58' 33,20''"
"34º 07' 45,30''","70º 58' 33,20''"
"32º 31' 44,90''","71º 27' 57,10''"
"32º 31' 44,90''","71º 27' 57,10''"
37º 49' 16.38'',"73º 01' 31,62''"
37º 49' 16.38'',"73º 01' 31,62''"
37º 49' 16.38'',"73º 01' 31,62''"
37º 49' 16.38'',"73º 01' 31,62''"
37º 49' 16.38'',"73º 01' 31,62''"
37º 49' 16.38'',"73º 01' 31,62''"
37º 49' 16.38'',"73º 01' 31,62''"
37º 49' 16.38'',"73º 01' 31,62''"
37º 49' 16.38'',"73º 01' 31,62''"
37º 49' 16.38'',"73º 01' 31,62''"
37º 49' 16.38'',"73º 01' 31,62''"
37º 49' 16.38'',"73º 01' 31,62''"
37º 49' 16.38'',"73º 01' 31,62''"
"32º 31' 44,90''","71º 27' 57,10''"
"32º 31' 44,90''","71º 27' 57,10''"
"32º 31' 44,90''","71º 27' 57,10''"
"43º 17' 56,16''","74º 06' 58,32''"
"43º 17' 56,16''","74º 06' 58,32''"
"43º 17' 56,16''","74º 06' 58,32''"
"43º 17' 56,16''","74º 06' 58,32''"
"43º 17' 56,16''","74º 06' 58,32''"
"43º 17' 56,16''","74º 06' 58,32''"
"43º 17' 56,16''","74º 06' 58,32''"
"43º 17' 56,16''","74º 06' 58,32''"
"43º 17' 56,16''","74º 06' 58,32''"
"43º 17' 56,16''","74º 06' 58,32''"
"43º 17' 56,16''","74º 06' 58,32''"
"43º 17' 56,16''","74º 06' 58,32''"
"43º 17' 56,16''","74º 06' 58,32''"
"43º 17' 56,16''","74º 06' 58,32''"
"43º 17' 56,16''","74º 06' 58,32''"
"43º 17' 56,16''","74º 06' 58,32''"
"43º 17' 56,16''","74º 06' 58,32''"
"43º 17' 56,16''","74º 06' 58,32''"
"43º 17' 56,16''","74º 06' 58,32''"
"39º 48' 34,20''","73º 15' 18,12''"
"39º 48' 34,20''","73º 15' 18,12''"
"39º 48' 34,20''","73º 15' 18,12''"
